CRN	Subj	No.	Title	Building	Room	Days	Begin	End	Max	Actual	Avail	Waitlist	Crosslist	Actual	Instructor
10018	TDF	267	Motion Picture History	STA	29	T R	10:00 AM	11:20 AM	25	5	20	0			Andrea Comiskey
10019	TDF	186	Acting I	ROS	114	M W	10:00 AM	11:50 AM	16	1	15	0			Rachel Anderson-Rabern
10020	TDF	186	Acting I	ORT		T R	12:45 PM	2:35 PM	16	0	16	0			. Staff
10023	TDF	219	Flamenco Dance I	ROS	113	T R	12:45 PM	2:35 PM	21	5	16	0			Elba Hevia Y Vaca
10024	TDF	225	Costume Design	ROS	9	M W F	9:00 AM	9:50 AM	16	2	14	0			Virginia West
10025	TDF	227	Intermediate Ballet	ROS	112	M W	2:00 PM	3:50 PM	19	1	18	0			Pamela Vail
10026	TDF	228	Scene Design	ORT	1	T R	8:30 AM	9:50 AM	12	1	11	0			John Whiting
10027	TDF	271	16mm Filmmaking	STA	29	M	1:30 PM	4:20 PM	8	4	4	0			Jeremy Moss
10028	TDF	272	Women in Theatre	UNK	0	T R	10:00 AM	11:20 AM	20	5	15	0	20	8	Rachel Anderson-Rabern
10029	TDF	283	Playwriting I	WRH	205	M	1:30 PM	4:20 PM	12	4	8	0			Brian Silberman
10033	TDF	330	Choreography/Creative Process	ROS	112	T R	9:30 AM	11:20 AM	19	2	17	0			Pamela Vail
10034	TDF	343	Contemporary Hollywood Cinema	STA	29	M W	8:30 AM	9:50 AM	16	2	14	0			Andrea Comiskey
10034	TDF	343	Contemporary Hollywood Cinema	ADA	200	T	7:30 PM	10:20 PM	16	2	14	0			Andrea Comiskey
10035	TDF	363	Theory:Movies & the Mind	STA	29	T	1:30 PM	4:20 PM	14	4	10	0			Andrea Comiskey
10035	TDF	363	Theory:Movies & the Mind	ADA	200	M	7:30 PM	10:20 PM	14	4	10	0			Andrea Comiskey
10036	TDF	364	Documentary Video Workshop	STA	29	R	1:30 PM	4:20 PM	15	3	12	0			Dirk Eitzen
10037	TDF	372	Dance Reconstruction	ROS	112	M W	12:30 PM	1:50 PM	19	1	18	0			Jennifer Conley
10039	TDF	475	Senior Thesis Proj in Film	STA	29	M	4:45 PM	6:05 PM	8	5	3	0			Jeremy Moss
10750	TDF	285	Acting IId. Shakespeare	ROS	114	T R	1:30 PM	4:20 PM	16	1	15	0			Carol Davis
10756	TDF	279	French Cinema and Culture	UNK	0	W	7:30 PM	9:30 PM	16	0	16	0	16	4	Sandrine Simeon - Ferguson
10756	TDF	279	French Cinema and Culture	UNK	0	M W	2:30 PM	3:50 PM	16	0	16	0	16	4	Sandrine Simeon - Ferguson
10187	WGS	210	"Gender, Sexuality, and Power"	UNK	0	W F	11:00 AM	12:20 PM	25	7	18	0			M. Kibler
